score,name,tail,imo,mmsi,flag,geartype,port,km,near,kn,h,vid,flag_gfw,flag_greatcircle
0.03701,MINFUDINGYU01359,U01359,0,412442359,CHN,SET_GILLNETS,zhoushan,220.2,103.1,6.7,17.8,cceeac3a0-0733-ef7c-814e-430d9abf49f8,TFCCTF{412442359_zhoushan_03.09.2023_09:43_PM_103.1},TFCCTF{412442359_zhoushan_03.09.2023_09:43_PM_220.2}
0.03701,TAE YANG,E YANG,0,440327210,KOR,SET_GILLNETS,tongyeong,56.1,18.2,6.7,4.5,d0688d2ab-b5ca-f299-fa4f-f52d94959399,TFCCTF{440327210_tongyeong_15.09.2023_07:04_PM_18.2},TFCCTF{440327210_tongyeong_15.09.2023_07:04_PM_56.1}
0.03701,03289,03289,0,412289184,CHN,SET_GILLNETS,jingtang,70.5,6.2,6.7,5.7,a32281eea-ac49-df55-f37f-04a366470b76,TFCCTF{412289184_jingtang_01.09.2023_02:20_PM_6.2},TFCCTF{412289184_jingtang_01.09.2023_02:20_PM_70.5}
0.03698,MINDONGYU62607,U62607,0,412446751,CHN,FISHING,gulei,469.8,296.4,7.0,36.2,af6d3d674-4ec9-2547-9cf7-99de3b13c039,TFCCTF{412446751_gulei_11.09.2023_03:28_PM_296.4},TFCCTF{412446751_gulei_11.09.2023_03:28_PM_469.8}
0.03698,LIAOJINYU15209,U15209,0,412225307,CHN,FISHING,jinzhou,466.1,43.7,7.0,36.2,92f3f900c-c4c3-d7de-f68c-b5fc2a01f6d6,TFCCTF{412225307_jinzhou_11.09.2023_06:04_AM_43.7},TFCCTF{412225307_jinzhou_11.09.2023_06:04_AM_466.1}
0.03697,MINLIANYUYUN60111,N60111,0,412445477,CHN,FISHING,changqitou,608.1,66.4,7.8,42.0,167a4afc1-1861-e596-ebbf-846d89a89c9b,TFCCTF{412445477_changqitou_07.09.2023_09:09_PM_66.4},TFCCTF{412445477_changqitou_07.09.2023_09:09_PM_608.1}
0.03696,ZHELINGYU29854,U29854,0,412419142,CHN,TRAWLERS,taizhou,477.0,247.6,6.6,39.2,061dc81a7-785e-ac86-28c6-a6935a27e8e1,TFCCTF{412419142_taizhou_06.09.2023_08:17_AM_247.6},TFCCTF{412419142_taizhou_06.09.2023_08:17_AM_477.0}
0.03696,ZHEFENGYU21009,U21009,0,412437806,CHN,FISHING,ningbo,333.0,159.6,6.1,29.7,dfdf1f96b-b30c-8e79-3ddb-10fe4d984f67,TFCCTF{412437806_ningbo_17.09.2023_10:50_AM_159.6},TFCCTF{412437806_ningbo_17.09.2023_10:50_AM_333.0}
0.03691,ZHELINGYU23869,U23869,0,412416609,CHN,TRAWLERS,taizhou,428.7,250.3,6.3,36.7,5b6801a38-8baf-93b2-f21b-0a7e39006996,TFCCTF{412416609_taizhou_05.09.2023_04:47_PM_250.3},TFCCTF{412416609_taizhou_05.09.2023_04:47_PM_428.7}
0.03684,ZHE FENG YU 19067, 19067,0,412439263,CHN,FISHING,ningbo,337.9,170.1,6.1,29.8,aa26fff2d-df59-e40e-65ec-e12adf25c9ae,TFCCTF{412439263_ningbo_17.09.2023_10:49_AM_170.1},TFCCTF{412439263_ningbo_17.09.2023_10:49_AM_337.9}
0.03682,LIAOYINGYU36127,U36127,0,412225876,CHN,FIXED_GEAR,zhoushan,209.0,74.7,12.9,8.7,d16fc1f72-2e47-41d1-9d3b-5e7e56064240,TFCCTF{412225876_zhoushan_04.09.2023_10:47_PM_74.7},TFCCTF{412225876_zhoushan_04.09.2023_10:47_PM_209.0}
0.03682,JILEYU04177,U04177,0,412289179,CHN,FIXED_GEAR,jingtang,85.7,13.5,7.1,6.6,88258357e-ee19-4640-f510-ffe2b34f7ca1,TFCCTF{412289179_jingtang_01.09.2023_01:27_PM_13.5},TFCCTF{412289179_jingtang_01.09.2023_01:27_PM_85.7}
0.03682,MINFUDINGYU04381,U04381,0,412449809,CHN,FIXED_GEAR,jiayang,328.4,5.9,12.9,13.7,36f52422d-dafc-3294-adfd-384e1e434cb5,TFCCTF{412449809_jiayang_25.09.2023_10:01_PM_5.9},TFCCTF{412449809_jiayang_25.09.2023_10:01_PM_328.4}
0.03675,LURONGYU52325,U52325,0,412321265,CHN,NA,shidao,78.8,54.0,7.6,5.6,ddb9461d4-446c-1b49-54f5-e3054765d01d,TFCCTF{412321265_shidao_01.09.2023_02:42_PM_54.0},TFCCTF{412321265_shidao_01.09.2023_02:42_PM_78.8}
0.03675,SHIN FENG JYI NO.12, NO.12,0,416008823,TWN,SET_LONGLINES,keelung,146.4,130.8,6.0,13.1,5ef42f396-616c-1d6e-16da-22f8b0fe6fa8,TFCCTF{416008823_keelung_05.09.2023_11:03_PM_130.8},TFCCTF{416008823_keelung_05.09.2023_11:03_PM_146.4}
0.03675,ZHEPUYU42167,U42167,0,412422254,CHN,NA,zhoushan,92.8,40.7,7.6,6.6,5d49180b5-5593-486f-780d-b67916f05940,TFCCTF{412422254_zhoushan_04.09.2023_03:23_PM_40.7},TFCCTF{412422254_zhoushan_04.09.2023_03:23_PM_92.8}
0.03675,LUJIAOYU60958,U60958,0,412347618,CHN,SET_LONGLINES,qingdao,169.4,116.0,6.0,15.2,5bfc705e1-1f8e-220a-0596-d93f5fc11b43,TFCCTF{412347618_qingdao_01.09.2023_10:20_PM_116.0},TFCCTF{412347618_qingdao_01.09.2023_10:20_PM_169.4}
0.03675,MINFUDINGYU04166,U04166,0,412449966,CHN,SET_LONGLINES,zhoushan,54.4,1.1,6.0,4.9,6a9a3cafd-d914-96af-3cbf-a3d0ed212fd1,TFCCTF{412449966_zhoushan_03.09.2023_01:01_PM_1.1},TFCCTF{412449966_zhoushan_03.09.2023_01:01_PM_54.4}
0.03672,LIAOYINGYU26655,U26655,0,412226288,CHN,FISHING,sheyang,438.2,41.5,6.8,35.0,283aae183-3588-b1ab-bea0-bb61dbefaa13,TFCCTF{412226288_sheyang_05.09.2023_10:48_AM_41.5},TFCCTF{412226288_sheyang_05.09.2023_10:48_AM_438.2}
0.03671,ZHELONGGANYUYUN928,YUN928,0,412433419,CHN,FISHING,aojiang,487.2,240.5,7.1,37.2,207b74e91-1d56-35e7-80f1-5e59b6882f6b,TFCCTF{412433419_aojiang_23.09.2023_06:54_PM_240.5},TFCCTF{412433419_aojiang_23.09.2023_06:54_PM_487.2}
0.03669,ZHEFENGYU10063,U10063,0,412438781,CHN,TRAWLERS,ningbo,399.6,209.5,6.1,35.2,ce1a6edf0-0169-4dab-1bf9-55ac329bb0c7,TFCCTF{412438781_ningbo_17.09.2023_04:00_PM_209.5},TFCCTF{412438781_ningbo_17.09.2023_04:00_PM_399.6}
0.03667,LIAOYINGYU26289,U26289,0,412586525,CHN,FIXED_GEAR,yancheng,397.1,55.1,7.8,27.4,5647e58fa-a90e-19d8-59e4-e4dbea82a968,TFCCTF{412586525_yancheng_03.09.2023_02:59_AM_55.1},TFCCTF{412586525_yancheng_03.09.2023_02:59_AM_397.1}
0.03664,YUANYU712,NYU712,0,412549426,CHN,TRAWLERS,shidao,813.6,17.4,8.2,53.3,3a0baf472-2540-a1a9-687d-3edf5c8e0072,TFCCTF{412549426_shidao_23.09.2023_12:30_AM_17.4},TFCCTF{412549426_shidao_23.09.2023_12:30_AM_813.6}
0.03657,ZHEXIANGYU40182,U40182,0,412436231,CHN,NA,shipu,406.3,229.2,8.2,26.7,ebe5f7db4-43f4-e374-28ef-d9b642ffc86f,TFCCTF{412436231_shipu_19.09.2023_03:18_PM_229.2},TFCCTF{412436231_shipu_19.09.2023_03:18_PM_406.3}
0.03655,ZHE FENG YU18065,U18065,0,412439147,CHN,FISHING,ningbo,326.3,151.5,6.0,29.3,9c359516d-d7e0-d7e8-a278-cfd2745660d3,TFCCTF{412439147_ningbo_17.09.2023_10:23_AM_151.5},TFCCTF{412439147_ningbo_17.09.2023_10:23_AM_326.3}
0.03647,ZHECANGYUYUN00518,N00518,0,412432956,CHN,FISHING,aojiang,342.9,221.5,6.1,30.1,199c7db48-81c9-4edc-128d-1edca5455d76,TFCCTF{412432956_aojiang_07.09.2023_11:29_AM_221.5},TFCCTF{412432956_aojiang_07.09.2023_11:29_AM_342.9}
0.03631,ZHEFENGYU28015,U28015,0,412437833,CHN,FISHING,ningbo,329.8,159.3,6.0,29.5,3c7303555-5395-7417-2880-54766e41745a,TFCCTF{412437833_ningbo_17.09.2023_10:29_AM_159.3},TFCCTF{412437833_ningbo_17.09.2023_10:29_AM_329.8}
0.03629,31KEUMYOUNG,MYOUNG,0,440107660,KOR,TUNA_PURSE_SEINES,busan,346.1,21.8,9.9,18.8,228b6d0bc-ccdd-76e9-adb2-0e521bc87094,TFCCTF{440107660_busan_03.09.2023_05:40_PM_21.8},TFCCTF{440107660_busan_03.09.2023_05:40_PM_346.1}
0.03623,SUGANYUYUN09468,N09468,0,412364449,CHN,POLE_AND_LINE,lianyungang,88.0,50.0,11.1,4.3,54c16dffd-de3f-4f2c-1eb0-e90c307b748f,TFCCTF{412364449_lianyungang_01.09.2023_01:53_AM_50.0},TFCCTF{412364449_lianyungang_01.09.2023_01:53_AM_88.0}
0.03622,YUEMAOBINYU43886,U43886,0,412464075,CHN,SET_GILLNETS,bohe,152.9,130.0,6.6,12.5,272693fbf-fcc2-8654-3b5d-ad887594d0c1,TFCCTF{412464075_bohe_05.09.2023_11:03_PM_130.0},TFCCTF{412464075_bohe_05.09.2023_11:03_PM_152.9}
0.03622,QIONGDANYU10030,U10030,0,412610030,CHN,SET_GILLNETS,hongwan,180.4,88.6,6.6,14.7,dccd6777b-ba83-4d90-d0bb-2679e4c23d7a,TFCCTF{412610030_hongwan_05.09.2023_11:44_PM_88.6},TFCCTF{412610030_hongwan_05.09.2023_11:44_PM_180.4}
0.03622,QIONDANYU11829,U11829,0,412116689,CHN,SET_GILLNETS,hongwan,191.0,91.3,6.6,15.7,4fd8bb467-76b8-22bb-dbcc-03ac7ac9924c,TFCCTF{412116689_hongwan_05.09.2023_10:41_PM_91.3},TFCCTF{412116689_hongwan_05.09.2023_10:41_PM_191.0}
0.03622,YUEYANGDONGYU15032,U15032,0,412476509,CHN,SET_GILLNETS,zhuhai,128.6,12.4,6.6,10.4,f743cd7d3-38bf-0afa-715b-7861b3cc8ed5,TFCCTF{412476509_zhuhai_05.09.2023_08:39_AM_12.4},TFCCTF{412476509_zhuhai_05.09.2023_08:39_AM_128.6}
0.03621,ZHEPUYU72833,U72833,0,412424432,CHN,FISHING,zhoushan,373.0,298.4,6.3,31.8,fda40e640-01b5-c7d8-db39-cbb17147b7d5,TFCCTF{412424432_zhoushan_05.09.2023_01:52_PM_298.4},TFCCTF{412424432_zhoushan_05.09.2023_01:52_PM_373.0}
0.03609,ZHELINGYUYUN31059,N31059,0,412419599,CHN,NA,taizhou,262.3,242.9,12.5,11.3,c8b410b68-85f7-4461-76fa-c17ad217f0ac,TFCCTF{412419599_taizhou_06.09.2023_04:50_AM_242.9},TFCCTF{412419599_taizhou_06.09.2023_04:50_AM_262.3}
0.03609,MINLONGYU61859,U61859,0,412444267,CHN,NA,zhangzhou,76.4,46.9,7.5,5.5,a898c65bf-f72c-49cd-467a-8eac6033ae2f,TFCCTF{412444267_zhangzhou_06.09.2023_01:57_AM_46.9},TFCCTF{412444267_zhangzhou_06.09.2023_01:57_AM_76.4}
0.03609,QIONGDAMYU11865,U11865,0,412118658,CHN,FIXED_GEAR,doumen,153.7,111.3,7.0,11.9,9de654f54-4e71-492e-9be0-a0a30dcb8cf1,TFCCTF{412118658_doumen_05.09.2023_10:46_PM_111.3},TFCCTF{412118658_doumen_05.09.2023_10:46_PM_153.7}
0.03609,SHIN YU FA NO.38, NO.38,0,416003432,TWN,FIXED_GEAR,suao,109.7,47.1,7.0,8.4,800db293c-cc56-1b88-097f-7866f8d8daf9,TFCCTF{416003432_suao_07.09.2023_09:47_AM_47.1},TFCCTF{416003432_suao_07.09.2023_09:47_AM_109.7}
0.03609,YUERAOYU31020,U31020,0,412460369,CHN,NA,shantou,99.4,33.4,7.5,7.2,8de58d331-1981-6c50-3350-c9408733f670,TFCCTF{412460369_shantou_06.09.2023_07:53_AM_33.4},TFCCTF{412460369_shantou_06.09.2023_07:53_AM_99.4}
0.03606,LURONGYU58780,U58780,0,412320643,CHN,SET_LONGLINES,shidao,711.4,211.9,9.0,42.8,51783a22a-aa3d-209f-67d4-7ca60916c3b9,TFCCTF{412320643_shidao_09.09.2023_08:33_PM_211.9},TFCCTF{412320643_shidao_09.09.2023_08:33_PM_711.4}
0.036,IRON LADY,N LADY,0,367514890,USA,DRIFTING_LONGLINES,honolulu,849.0,847.7,6.4,71.5,5b8d2b857-7745-ea19-8438-719b66c944e2,TFCCTF{367514890_honolulu_01.09.2023_09:20_PM_847.7},TFCCTF{367514890_honolulu_01.09.2023_09:20_PM_849.0}
0.03598,MINLIANYUYUN60395,N60395,0,412441094,CHN,FISHING,shidao,643.9,41.8,7.9,43.9,089d001b5-5fdc-845c-6e6a-d7258ee111f3,TFCCTF{412441094_shidao_04.09.2023_02:35_PM_41.8},TFCCTF{412441094_shidao_04.09.2023_02:35_PM_643.9}
0.03592,ZHELINGYUYUN61079,N61079,0,412410284,CHN,FISHING,zhoushan,389.1,142.5,6.4,32.8,03cf361ca-a740-7ed2-3ae7-56c5e955c20c,TFCCTF{412410284_zhoushan_23.09.2023_06:05_PM_142.5},TFCCTF{412410284_zhoushan_23.09.2023_06:05_PM_389.1}
0.03583,XIN FA HAO,FA HAO,0,416000727,TWN,DRIFTING_LONGLINES,shen ao,163.9,151.2,6.2,14.2,a84ec470e-e946-b3ba-7eda-263499af2351,TFCCTF{416000727_shen ao_06.09.2023_01:08_PM_151.2},TFCCTF{416000727_shen ao_06.09.2023_01:08_PM_163.9}
0.03576,YUANYU719,NYU719,0,412549431,CHN,TRAWLERS,shidao,848.0,22.0,8.3,55.5,6973b832c-cb83-8de6-cb63-a88ba9293f1a,TFCCTF{412549431_shidao_23.09.2023_02:55_AM_22.0},TFCCTF{412549431_shidao_23.09.2023_02:55_AM_848.0}
0.0357,MINXIAYU-01982,-01982,0,412448844,CHN,FISHING,sansha anchorage,334.4,224.6,6.0,30.0,31cccb254-404d-37a3-a548-43226079e7e1,TFCCTF{412448844_sansha anchorage_06.09.2023_11:29_AM_224.6},TFCCTF{412448844_sansha anchorage_06.09.2023_11:29_AM_334.4}
0.03565,2017 YONG JIN,NG JIN,0,440066580,KOR,SET_GILLNETS,hamori,380.4,285.8,7.3,28.1,58b342862-2e2b-23ee-5548-64e4cff71ad8,TFCCTF{440066580_hamori_04.09.2023_03:26_AM_285.8},TFCCTF{440066580_hamori_04.09.2023_03:26_AM_380.4}
0.03555,ZHELINGYU29802,U29802,0,412417752,CHN,TRAWLERS,taizhou,444.1,278.8,6.3,38.1,e9196744f-f9a4-362e-2135-31afe4c72e11,TFCCTF{412417752_taizhou_06.09.2023_03:59_AM_278.8},TFCCTF{412417752_taizhou_06.09.2023_03:59_AM_444.1}
0.03546,LIAOJINYU15406,U15406,0,412213347,CHN,FIXED_GEAR,jinzhou,446.1,40.0,8.1,29.8,adf97cc13-3869-5891-6d94-facb560a59c1,TFCCTF{412213347_jinzhou_27.09.2023_02:16_PM_40.0},TFCCTF{412213347_jinzhou_27.09.2023_02:16_PM_446.1}
0.03544,ZHEFENGYU15057,U15057,0,412439368,CHN,NA,zhoushan,138.6,86.8,7.4,10.1,95cef03e8-8a50-53ce-cc54-2b4b5a0191b2,TFCCTF{412439368_zhoushan_03.09.2023_10:49_PM_86.8},TFCCTF{412439368_zhoushan_03.09.2023_10:49_PM_138.6}
0.03544,LURONGYU55572,U55572,0,412329216,CHN,NA,shidao,85.2,54.5,7.4,6.3,e0a2f8efa-a3f8-2219-2aec-1a65e1de369a,TFCCTF{412329216_shidao_01.09.2023_02:51_PM_54.5},TFCCTF{412329216_shidao_01.09.2023_02:51_PM_85.2}
0.03544,SUHAIMENYU01518,U01518,0,412353234,CHN,NA,lusi,315.6,180.8,12.6,13.5,a5960a849-9d99-95b1-46f1-f33fbc4ec117,TFCCTF{412353234_lusi_16.09.2023_06:47_AM_180.8},TFCCTF{412353234_lusi_16.09.2023_06:47_AM_315.6}
0.03544,LURONGYU52690,U52690,0,412327919,CHN,NA,shidao,75.4,31.9,7.4,5.5,f545a1c3c-c4a0-1c47-6e90-e8c5e4dc084a,TFCCTF{412327919_shidao_01.09.2023_02:10_PM_31.9},TFCCTF{412327919_shidao_01.09.2023_02:10_PM_75.4}
0.03544,MINSHIYU07019,U07019,0,412452584,CHN,NA,quanzhou,160.3,62.9,7.4,11.6,fb1a10acb-b7b5-cbb3-df43-a5e8d596dd57,TFCCTF{412452584_quanzhou_05.09.2023_07:07_PM_62.9},TFCCTF{412452584_quanzhou_05.09.2023_07:07_PM_160.3}
0.03544,SHIN RUEY FENG NO.26, NO.26,0,416000376,TWN,NA,liuqiu,71.1,17.7,7.4,5.2,f849c183e-eecb-0e62-5c7f-89b77e5af9ab,TFCCTF{416000376_liuqiu_06.09.2023_06:07_AM_17.7},TFCCTF{416000376_liuqiu_06.09.2023_06:07_AM_71.1}
0.03544,MINLONGYU64385,U64385,0,412444884,CHN,SET_GILLNETS,zhangzhou,147.2,19.5,6.5,12.2,cea65fd14-4406-f7e4-27fa-947e20a0b12b,TFCCTF{412444884_zhangzhou_05.09.2023_11:00_PM_19.5},TFCCTF{412444884_zhangzhou_05.09.2023_11:00_PM_147.2}
0.03526,ZHELINGYU23872,U23872,0,412418633,CHN,TRAWLERS,taizhou,480.5,159.9,6.5,40.2,f136769cf-ff8a-d264-c08b-9bfd42b2f903,TFCCTF{412418633_taizhou_17.09.2023_08:32_PM_159.9},TFCCTF{412418633_taizhou_17.09.2023_08:32_PM_480.5}
0.03525,ZHERUIYU01713,U01713,0,412431005,CHN,FISHING,zhoushan,363.6,169.3,6.2,31.9,8a1110f65-57e9-49f4-02b5-89755b008745,TFCCTF{412431005_zhoushan_04.09.2023_09:39_PM_169.3},TFCCTF{412431005_zhoushan_04.09.2023_09:39_PM_363.6}
0.03521,ZHEYUYU32001,U32001,0,412414622,CHN,SET_LONGLINES,yuhuan,509.7,321.9,7.7,35.7,618566dee-e0a6-efca-d65a-7012e3ad5f3a,TFCCTF{412414622_yuhuan_06.09.2023_04:19_PM_321.9},TFCCTF{412414622_yuhuan_06.09.2023_04:19_PM_509.7}
0.03521,ZHEJIAOYUYUN88601,N88601,0,412411544,CHN,FISHING,taizhou,546.0,192.3,7.3,40.3,2329b88e4-4df7-62cf-fe30-8dde7c28f508,TFCCTF{412411544_taizhou_09.09.2023_10:35_PM_192.3},TFCCTF{412411544_taizhou_09.09.2023_10:35_PM_546.0}
0.03517,LIAOZHUANGYUYUN55302,N55302,0,412207259,CHN,POLE_AND_LINE,dalian,284.2,98.7,8.7,17.7,577b24d2a-ada8-aaea-b090-0101c8185986,TFCCTF{412207259_dalian_01.09.2023_10:43_PM_98.7},TFCCTF{412207259_dalian_01.09.2023_10:43_PM_284.2}
0.03516,ZHERUIYU12189,U12189,0,412431141,CHN,FIXED_GEAR,zhoushan,375.8,155.5,7.5,27.1,4c448562f-fe27-07cd-b67a-fc1fe49263e0,TFCCTF{412431141_zhoushan_04.09.2023_10:33_AM_155.5},TFCCTF{412431141_zhoushan_04.09.2023_10:33_AM_375.8}
0.03515,ZHEFENGYUYUN00568,N00568,0,412437643,CHN,FISHING,ningbo,443.6,205.9,6.7,35.8,3f7519fd7-7196-07ab-6005-a674cdc31bf6,TFCCTF{412437643_ningbo_22.09.2023_10:51_PM_205.9},TFCCTF{412437643_ningbo_22.09.2023_10:51_PM_443.6}
0.03511,ZHELINGYU25895,U25895,0,412417721,CHN,FISHING,taizhou,461.1,255.3,6.8,36.6,f41a79965-567c-16b8-76eb-7c1a8e0988a0,TFCCTF{412417721_taizhou_05.09.2023_09:37_PM_255.3},TFCCTF{412417721_taizhou_05.09.2023_09:37_PM_461.1}
0.03506,YUANYU710,NYU710,0,412549424,CHN,TRAWLERS,shidao,845.9,31.9,8.2,55.7,df1ed2621-1f5f-30a3-aac3-ae8f144cbc72,TFCCTF{412549424_shidao_23.09.2023_02:48_AM_31.9},TFCCTF{412549424_shidao_23.09.2023_02:48_AM_845.9}
0.03499,ZHELINGYUYUN30052,N30052,0,412416165,CHN,FISHING,taizhou,478.4,317.2,6.9,37.5,018be34d5-5559-129c-ca39-40629314c003,TFCCTF{412416165_taizhou_16.09.2023_04:08_AM_317.2},TFCCTF{412416165_taizhou_16.09.2023_04:08_AM_478.4}
0.03491,NO.125 KEUM SUNG,M SUNG,0,440105940,KOR,TUNA_PURSE_SEINES,busan,342.0,19.3,9.6,19.1,c8be6455e-e831-f0d3-d312-4f5ebdfac625,TFCCTF{440105940_busan_03.09.2023_05:27_PM_19.3},TFCCTF{440105940_busan_03.09.2023_05:27_PM_342.0}
0.03482,ZHELINGYU28819,U28819,0,412416152,CHN,TRAWLERS,taizhou,470.2,252.9,6.4,39.8,93de30f79-9f81-3805-ee18-6e798867f992,TFCCTF{412416152_taizhou_05.09.2023_02:33_PM_252.9},TFCCTF{412416152_taizhou_05.09.2023_02:33_PM_470.2}
0.03478,LURONGYU52028,U52028,0,412320963,CHN,NA,shidao,86.6,34.5,7.3,6.4,d27add6f7-70c0-b445-2159-6e1588fac13a,TFCCTF{412320963_shidao_01.09.2023_09:46_PM_34.5},TFCCTF{412320963_shidao_01.09.2023_09:46_PM_86.6}
0.03477,LIAOYUYIHAO,UYIHAO,8774839,412679810,CHN,SQUID_JIGGER,callao,711.1,689.5,6.4,59.8,4bee52444-4439-7147-c240-3eebc4f105a5,TFCCTF{412679810_callao_10.09.2023_05:00_AM_689.5},TFCCTF{412679810_callao_10.09.2023_05:00_AM_711.1}
0.03474,LIAOYINGYU26838,U26838,0,412214397,CHN,FISHING,sheyang,464.1,21.4,6.8,37.0,979487c3f-f9d6-b241-678f-a25eacb61f13,TFCCTF{412214397_sheyang_24.09.2023_02:32_AM_21.4},TFCCTF{412214397_sheyang_24.09.2023_02:32_AM_464.1}
0.03465,SHIN SHUENN JYI NO16,I NO16,0,416000826,TWN,SET_GILLNETS,keelung,155.1,144.1,6.4,13.1,43ddace22-2bf6-2096-0649-75cc3dea6e26,TFCCTF{416000826_keelung_06.09.2023_04:08_PM_144.1},TFCCTF{416000826_keelung_06.09.2023_04:08_PM_155.1}
0.03465,SUGUANYUNYU03566,U03566,0,412352386,CHN,FIXED_GEAR,chenjiagang,235.7,155.5,13.2,9.7,19e4737cc-ce2d-09ff-007e-d8e928e27974,TFCCTF{412352386_chenjiagang_09.09.2023_03:52_PM_155.5},TFCCTF{412352386_chenjiagang_09.09.2023_03:52_PM_235.7}
0.03465,QIONGDANYU12288,U12288,0,412812288,CHN,SET_GILLNETS,hongwan,163.0,127.1,6.4,13.7,7f49c75f9-9c9b-8eba-f024-6ce6eb51818a,TFCCTF{412812288_hongwan_04.09.2023_10:22_PM_127.1},TFCCTF{412812288_hongwan_04.09.2023_10:22_PM_163.0}
0.03465,NAKAKAMEMARU,MEMARU,0,431501588,JPN,POLE_AND_LINE,kagoshima,154.2,57.8,8.6,9.7,fe50a0c01-1a52-98ff-f7cf-6dbc80984911,TFCCTF{431501588_kagoshima_04.09.2023_05:27_PM_57.8},TFCCTF{431501588_kagoshima_04.09.2023_05:27_PM_154.2}
0.03465,QIONG DAN YU 11923, 11923,0,412811923,CHN,SET_GILLNETS,hongwan,139.1,76.3,6.4,11.8,4862712d9-962e-5554-49b7-ecfb443e6f5a,TFCCTF{412811923_hongwan_05.09.2023_08:03_PM_76.3},TFCCTF{412811923_hongwan_05.09.2023_08:03_PM_139.1}
0.03465,ZHEPUYUYUN98668,N98668,0,412422602,CHN,FIXED_GEAR,zhoushan,89.0,38.8,6.8,7.1,111f229ef-f1a8-cc5f-62b8-353cb2d482e8,TFCCTF{412422602_zhoushan_09.09.2023_10:34_AM_38.8},TFCCTF{412422602_zhoushan_09.09.2023_10:34_AM_89.0}
0.03465,QIONGDANYU19662,U19662,0,412521147,CHN,FIXED_GEAR,shengsi,111.6,43.8,6.8,8.9,5867894ed-db47-7f74-eb52-f163f4b99786,TFCCTF{412521147_shengsi_02.09.2023_08:09_PM_43.8},TFCCTF{412521147_shengsi_02.09.2023_08:09_PM_111.6}
0.03465,MINLONGYU64088,U64088,0,412444913,CHN,SET_GILLNETS,zhangzhou,142.6,21.8,6.4,12.1,e526cf899-9b13-6460-f284-e5d565a9c002,TFCCTF{412444913_zhangzhou_05.09.2023_10:39_PM_21.8},TFCCTF{412444913_zhangzhou_05.09.2023_10:39_PM_142.6}
0.03465,04268,04268,0,412289213,CHN,FIXED_GEAR,jingtang,130.2,8.5,6.8,10.4,be31e8ea6-681d-e809-c5c7-07979cd2767d,TFCCTF{412289213_jingtang_01.09.2023_04:19_PM_8.5},TFCCTF{412289213_jingtang_01.09.2023_04:19_PM_130.2}
0.03465,JITANGGANGYU01111,U01111,0,412289337,CHN,SET_GILLNETS,jingtang,129.1,4.5,6.4,10.8,f2e980a53-3e65-6bc6-7867-b3a14b0ca992,TFCCTF{412289337_jingtang_01.09.2023_06:39_PM_4.5},TFCCTF{412289337_jingtang_01.09.2023_06:39_PM_129.1}
0.03464,ZHELINGYU95027,U95027,0,412418291,CHN,FISHING,taizhou,468.7,242.7,6.8,37.1,64b01849a-ac05-8216-169e-594af13ee336,TFCCTF{412418291_taizhou_05.09.2023_03:11_PM_242.7},TFCCTF{412418291_taizhou_05.09.2023_03:11_PM_468.7}
0.03449,ZHEFENGYU11080,U11080,0,412438983,CHN,TRAWLERS,ruian,651.2,230.6,7.3,48.4,ee7b8ab00-0391-50c8-4a55-cd86eab3580e,TFCCTF{412438983_ruian_19.09.2023_03:44_AM_230.6},TFCCTF{412438983_ruian_19.09.2023_03:44_AM_651.2}
0.03448,ZHELINGYU22530,U22530,0,412417741,CHN,TRAWLERS,taizhou,478.3,155.5,6.4,40.2,7a45f40da-a7c4-39ca-4cac-1b5a0ee7795d,TFCCTF{412417741_taizhou_17.09.2023_09:15_PM_155.5},TFCCTF{412417741_taizhou_17.09.2023_09:15_PM_478.3}
0.03439,ZHEPUYU68946,U68946,0,412422317,CHN,FISHING,zhoushan,376.0,300.3,6.2,32.7,67296fd7e-e730-b4b8-40a9-c475fbe7a871,TFCCTF{412422317_zhoushan_05.09.2023_01:31_PM_300.3},TFCCTF{412422317_zhoushan_05.09.2023_01:31_PM_376.0}
0.03433,ZHELINGYU60036,U60036,0,412418658,CHN,NA,taizhou,442.3,228.3,8.3,28.9,15659169c-ce41-8ef5-de91-9f069fae9066,TFCCTF{412418658_taizhou_17.09.2023_02:02_PM_228.3},TFCCTF{412418658_taizhou_17.09.2023_02:02_PM_442.3}
0.03432,ZHELINGYU23856,U23856,0,412418918,CHN,TRAWLERS,taizhou,493.5,165.1,6.5,41.3,52b194bb3-34ef-3d32-4e09-9fdb7953b939,TFCCTF{412418918_taizhou_18.09.2023_07:29_AM_165.1},TFCCTF{412418918_taizhou_18.09.2023_07:29_AM_493.5}
0.03431,ZHELINGYU28882,U28882,0,412419689,CHN,TRAWLERS,taizhou,478.4,162.9,6.4,40.4,77d731f7c-ce21-6b84-5f6c-e515f75e7395,TFCCTF{412419689_taizhou_17.09.2023_10:22_PM_162.9},TFCCTF{412419689_taizhou_17.09.2023_10:22_PM_478.4}
0.03429,ZHEDAIYU17595,U17595,0,412426996,CHN,FISHING,yancheng,753.9,0,8.3,49.2,a3faea6de-e0fa-e8bf-222c-50175abe2d0c,TFCCTF{412426996_yancheng_17.09.2023_10:24_PM_0},TFCCTF{412426996_yancheng_17.09.2023_10:24_PM_753.9}
