score,name,tail,imo,mmsi,flag,geartype,port,km,near,kn,h,vid,flag_gfw,flag_greatcircle
0.03945,CHARO,CHARO,0,735057564,ECU,TUNA_PURSE_SEINES,manta,1099.5,0,11.6,51.1,516298ab6-658d-caaa-8923-35af2f3b6da2,TFCCTF{735057564_manta_03.09.2023_12:20_AM_0},TFCCTF{735057564_manta_03.09.2023_12:20_AM_1099.5}
0.03938,501 HAE GEUM,E GEUM,0,440120460,KOR,POLE_AND_LINE,busan,250.1,28.6,10.5,12.9,a4d800ff0-0232-71b2-dfba-a328bf80ecb0,TFCCTF{440120460_busan_14.09.2023_12:12_PM_28.6},TFCCTF{440120460_busan_14.09.2023_12:12_PM_250.1}
0.03937,ZHELINGYU93096,U93096,0,412418088,CHN,NA,taizhou,185.7,118.8,8.0,12.5,7434ea651-1e0c-8499-15e0-2f3ed9285a5c,TFCCTF{412418088_taizhou_04.09.2023_04:08_PM_118.8},TFCCTF{412418088_taizhou_04.09.2023_04:08_PM_185.7}
0.03937,ZHELINGYU28829,U28829,0,412418149,CHN,TRAWLERS,taizhou,463.5,295.0,6.7,37.6,c8ca22b0b-bac4-5d38-2152-5a46bc25bc74,TFCCTF{412418149_taizhou_06.09.2023_03:58_AM_295.0},TFCCTF{412418149_taizhou_06.09.2023_03:58_AM_463.5}
0.03937,MINSHIYU06363,U06363,0,412452927,CHN,NA,quanzhou,146.8,58.7,8.0,9.9,12b490349-9671-96a3-337d-dfdc411424f6,TFCCTF{412452927_quanzhou_05.09.2023_07:34_PM_58.7},TFCCTF{412452927_quanzhou_05.09.2023_07:34_PM_146.8}
0.03937,ZHE LING YU 96012, 96012,0,413096012,CHN,TRAWLERS,zhoushan,358.1,259.0,6.0,32.0,7a946f000-0bb4-6239-5bc3-53ff2f888606,TFCCTF{413096012_zhoushan_04.09.2023_03:41_PM_259.0},TFCCTF{413096012_zhoushan_04.09.2023_03:41_PM_358.1}
0.03937,ZHERUIYU01288,U01288,0,412431177,CHN,FISHING,zhoushan,369.6,158.8,6.5,30.6,3ec8f6adf-fda3-571c-ba94-b4e4ec742dcc,TFCCTF{412431177_zhoushan_04.09.2023_07:14_PM_158.8},TFCCTF{412431177_zhoushan_04.09.2023_07:14_PM_369.6}
0.03926,ZHEFENGYU28066,U28066,0,412438859,CHN,TRAWLERS,ningbo,398.9,211.1,6.3,34.5,b2266c549-9b6d-0500-9579-7a1575673f46,TFCCTF{412438859_ningbo_17.09.2023_03:50_PM_211.1},TFCCTF{412438859_ningbo_17.09.2023_03:50_PM_398.9}
0.03924,KAIYOUMARU,OUMARU,0,431008878,JPN,DRIFTING_LONGLINES,urasoe,176.2,151.8,6.0,15.8,48bd9239f-f7ba-0648-943e-d30f523bbaf0,TFCCTF{431008878_urasoe_16.09.2023_02:51_PM_151.8},TFCCTF{431008878_urasoe_16.09.2023_02:51_PM_176.2}
0.0392,LIAOPANYU35999,U35999,0,412213355,CHN,FISHING,panjin,491.7,52.9,7.3,36.2,00eb9ebc2-26fc-837d-4ac0-32f1057935b1,TFCCTF{412213355_panjin_02.09.2023_02:45_PM_52.9},TFCCTF{412213355_panjin_02.09.2023_02:45_PM_491.7}
0.03918,MINFUDINGYU06598,U06598,0,412442566,CHN,POTS_AND_TRAPS,diashan,402.2,114.5,8.8,24.6,5b463b594-4ce5-a7a1-6ecb-4075ff8677ae,TFCCTF{412442566_diashan_07.09.2023_10:42_AM_114.5},TFCCTF{412442566_diashan_07.09.2023_10:42_AM_402.2}
0.03917,SHENGDA69,NGDA69,0,412900869,CHN,FISHING,jiayang,523.3,148.4,7.5,37.6,722a393fe-edae-b24b-e421-ad8a089054e7,TFCCTF{412900869_jiayang_05.09.2023_11:51_AM_148.4},TFCCTF{412900869_jiayang_05.09.2023_11:51_AM_523.3}
0.03915,ZHELINGYU17089,U17089,0,412417929,CHN,TRAWLERS,taizhou,419.4,266.4,6.4,35.4,1f00555ce-e07f-63d0-5e06-aad17f3f2af9,TFCCTF{412417929_taizhou_05.09.2023_05:46_PM_266.4},TFCCTF{412417929_taizhou_05.09.2023_05:46_PM_419.4}
0.03915,52867,52867,0,412326781,CHN,TRAWLERS,shidao,803.4,22.7,8.4,51.5,7092756ad-de02-6b9f-2d85-5784d6b765f5,TFCCTF{412326781_shidao_04.09.2023_03:24_PM_22.7},TFCCTF{412326781_shidao_04.09.2023_03:24_PM_803.4}
0.03914,ZHEDAIYU11427,U11427,0,412420264,CHN,FISHING,zhoushan,355.3,300.4,6.4,30.1,8a5c48cfd-dfcf-4c5e-0951-75fbdda62435,TFCCTF{412420264_zhoushan_04.09.2023_08:04_AM_300.4},TFCCTF{412420264_zhoushan_04.09.2023_08:04_AM_355.3}
0.03901,ZHERUIYU01268,U01268,0,412419589,CHN,FIXED_GEAR,zhoushan,383.0,139.2,7.9,26.2,1bbb594bc-c6a7-86ca-b6c9-876ee5c8590d,TFCCTF{412419589_zhoushan_04.09.2023_09:55_AM_139.2},TFCCTF{412419589_zhoushan_04.09.2023_09:55_AM_383.0}
0.03901,MING FU XING NO 2,G NO 2,0,416000905,TWN,TRAWLERS,hsinta,359.5,59.1,6.0,32.3,e6d794930-04f1-d49c-dc6b-e8ca4e94799c,TFCCTF{416000905_hsinta_06.09.2023_06:06_PM_59.1},TFCCTF{416000905_hsinta_06.09.2023_06:06_PM_359.5}
0.03899,ZHERUIYU13081,U13081,0,412431808,CHN,FISHING,zhoushan,372.3,171.9,6.5,30.9,9449bad9d-d698-f7b1-e261-58a311ecc99a,TFCCTF{412431808_zhoushan_05.09.2023_05:58_AM_171.9},TFCCTF{412431808_zhoushan_05.09.2023_05:58_AM_372.3}
0.0389,ZHEDAIYU17585,U17585,0,412426545,CHN,FISHING,zhoushan,343.1,258.4,6.3,29.6,981663372-2138-cc0e-37b5-2c8f7ae1440f,TFCCTF{412426545_zhoushan_04.09.2023_01:02_PM_258.4},TFCCTF{412426545_zhoushan_04.09.2023_01:02_PM_343.1}
0.03887,ZHERUIYU01221,U01221,0,412431196,CHN,FISHING,zhoushan,374.6,152.4,6.5,31.0,9b09f9ac0-09bc-0b08-6b72-e6044669360a,TFCCTF{412431196_zhoushan_04.09.2023_06:35_PM_152.4},TFCCTF{412431196_zhoushan_04.09.2023_06:35_PM_374.6}
0.03885,"NO,81DAEYANG",AEYANG,0,440109040,KOR,POLE_AND_LINE,busan,249.6,30.2,10.6,12.7,fe9e986b4-4727-f8cc-5e48-8b97878f8cd8,TFCCTF{440109040_busan_03.09.2023_09:59_AM_30.2},TFCCTF{440109040_busan_03.09.2023_09:59_AM_249.6}
0.03885,NO.52KEUMYOUNG,MYOUNG,0,440121490,KOR,POLE_AND_LINE,busan,340.2,16.3,9.4,19.6,9f1fc7330-0f95-3c76-72fc-e2e15492229f,TFCCTF{440121490_busan_03.09.2023_05:04_PM_16.3},TFCCTF{440121490_busan_03.09.2023_05:04_PM_340.2}
0.03878,JIHUANGYU02658,U02658,0,412477152,CHN,FISHING,sansha,475.9,235.1,7.2,35.9,6c23fd953-39eb-3ad2-8976-d09cf7229007,TFCCTF{412477152_sansha_11.09.2023_07:24_AM_235.1},TFCCTF{412477152_sansha_11.09.2023_07:24_AM_475.9}
0.03878,MINFUDINGYU09888,U09888,0,412450065,CHN,TRAWLERS,taizhou,509.0,267.7,6.9,39.8,8438d0443-38a1-1f5c-c74a-9feee98874dd,TFCCTF{412450065_taizhou_05.09.2023_03:06_PM_267.7},TFCCTF{412450065_taizhou_05.09.2023_03:06_PM_509.0}
0.03874,ZHELUYUYUN88518,N88518,0,412411723,CHN,FISHING,taizhou,372.7,185.0,6.5,31.1,c3df3344a-af6f-ab21-1a8b-c2c9404b988e,TFCCTF{412411723_taizhou_05.09.2023_11:24_AM_185.0},TFCCTF{412411723_taizhou_05.09.2023_11:24_AM_372.7}
0.03872,YUENANAOYU32045,U32045,0,412469786,CHN,NA,nanao,115.5,75.9,7.9,7.9,12dd106a4-4ad8-af88-a515-89d45199f588,TFCCTF{412469786_nanao_10.09.2023_06:38_PM_75.9},TFCCTF{412469786_nanao_10.09.2023_06:38_PM_115.5}
0.03872,LURONGYU59318,U59318,0,412331326,CHN,NA,shidao,93.9,34.7,7.9,6.4,ce5379a6b-b60e-4dcf-174f-e5dac72eebaf,TFCCTF{412331326_shidao_01.09.2023_08:40_PM_34.7},TFCCTF{412331326_shidao_01.09.2023_08:40_PM_93.9}
0.03872,LULANYU67038,U67038,0,412327053,CHN,NA,lanshan,60.0,12.9,7.9,4.1,92f277c3f-f18c-ac9a-9d40-f0324c8feebc,TFCCTF{412327053_lanshan_01.09.2023_08:26_AM_12.9},TFCCTF{412327053_lanshan_01.09.2023_08:26_AM_60.0}
0.03866,LIAOYINGYU26089,U26089,0,412026089,CHN,SET_GILLNETS,sheyang,359.9,101.0,7.4,26.4,0766f3b8d-dac8-6a21-3053-91076307b7fe,TFCCTF{412026089_sheyang_19.09.2023_06:46_PM_101.0},TFCCTF{412026089_sheyang_19.09.2023_06:46_PM_359.9}
0.03864,MINXIAYU01033,U01033,0,412449034,CHN,FISHING,sansha,348.0,234.5,6.3,29.8,f26a3fda1-14e9-4b93-2409-edc444a2ab16,TFCCTF{412449034_sansha_06.09.2023_12:10_PM_234.5},TFCCTF{412449034_sansha_06.09.2023_12:10_PM_348.0}
0.03863,ZHERUIYU13009,U13009,0,412431513,CHN,FISHING,zhoushan,364.1,160.2,6.4,30.5,768f1dd8c-ce66-e9a7-1c48-f4d9192943b7,TFCCTF{412431513_zhoushan_04.09.2023_09:14_PM_160.2},TFCCTF{412431513_zhoushan_04.09.2023_09:14_PM_364.1}
0.03859,SHIN YANG NO:2,G NO:2,0,416000379,TWN,SET_LONGLINES,keelung,170.0,156.3,6.2,14.9,1a3b6dec3-3709-1688-9679-77e7380c0d7f,TFCCTF{416000379_keelung_07.09.2023_09:49_AM_156.3},TFCCTF{416000379_keelung_07.09.2023_09:49_AM_170.0}
0.03859,QIONGDANYU14075,U14075,0,412611236,CHN,SET_GILLNETS,hongwan,194.0,96.4,6.9,15.3,89d64f03c-c7a0-2ed7-e654-40ba5eef681e,TFCCTF{412611236_hongwan_05.09.2023_11:00_PM_96.4},TFCCTF{412611236_hongwan_05.09.2023_11:00_PM_194.0}
0.03859,SUQIYU02205,U02205,0,412002205,CHN,SET_LONGLINES,lusi,267.5,152.5,6.2,23.4,8e817b8c9-92d6-92ee-d155-d5c36bec14ae,TFCCTF{412002205_lusi_16.09.2023_01:08_PM_152.5},TFCCTF{412002205_lusi_16.09.2023_01:08_PM_267.5}
0.03859,MINLONGYU64368,U64368,0,412444964,CHN,SET_GILLNETS,zhangzhou,153.6,22.5,6.9,12.0,2ca42572d-dc66-6a7f-2941-2ecdf9957f13,TFCCTF{412444964_zhangzhou_05.09.2023_10:43_PM_22.5},TFCCTF{412444964_zhangzhou_05.09.2023_10:43_PM_153.6}
0.03859,JILEYU03066,U03066,0,412284001,CHN,SET_LONGLINES,shanhaiguan,174.0,29.3,6.2,15.1,6ae630adc-ca12-4578-ac57-56420cd53873,TFCCTF{412284001_shanhaiguan_01.09.2023_11:22_PM_29.3},TFCCTF{412284001_shanhaiguan_01.09.2023_11:22_PM_174.0}
0.03859,YUETAIYU32203,U32203,0,412461263,CHN,SET_LONGLINES,zhuhai,51.3,1.0,6.2,4.4,1a1d1e84e-e54e-9859-4e6f-7957abce2976,TFCCTF{412461263_zhuhai_06.09.2023_03:40_AM_1.0},TFCCTF{412461263_zhuhai_06.09.2023_03:40_AM_51.3}
0.03844,ZHELINGYU23846,U23846,0,412418348,CHN,TRAWLERS,taizhou,462.5,310.7,6.6,37.7,b539e60de-eb53-bd5e-9da8-6db909bcb09b,TFCCTF{412418348_taizhou_06.09.2023_04:09_AM_310.7},TFCCTF{412418348_taizhou_06.09.2023_04:09_AM_462.5}
0.03838,ZHEFENGYUYUN00558,N00558,0,412437642,CHN,FISHING,ningbo,338.7,151.5,6.2,29.3,896cc7cf0-06dd-893d-47d0-b08369e736fd,TFCCTF{412437642_ningbo_17.09.2023_10:05_PM_151.5},TFCCTF{412437642_ningbo_17.09.2023_10:05_PM_338.7}
0.03835,ZHELINGYU23887,U23887,0,412419502,CHN,TRAWLERS,taizhou,476.2,160.7,6.7,38.6,e078510f2-230f-8c19-0913-e6601fc4e535,TFCCTF{412419502_taizhou_17.09.2023_10:25_PM_160.7},TFCCTF{412419502_taizhou_17.09.2023_10:25_PM_476.2}
0.03832,MINFUDINGYUYUN04326,N04326,0,412447865,CHN,POLE_AND_LINE,zhoushan,219.5,80.8,10.7,11.1,942855cc0-0cee-8847-7a4e-102b9c65cab3,TFCCTF{412447865_zhoushan_03.09.2023_11:53_PM_80.8},TFCCTF{412447865_zhoushan_03.09.2023_11:53_PM_219.5}
0.03831,JINHAI856,HAI856,8779944,412420691,CHN,SQUID_JIGGER,callao,592.1,585.9,6.2,51.8,ea3d27dd2-27be-6353-9d86-e9475d7aaab7,TFCCTF{412420691_callao_13.09.2023_03:13_AM_585.9},TFCCTF{412420691_callao_13.09.2023_03:13_AM_592.1}
0.03826,QIONGDANYU11358,U11358,0,412658888,CHN,FIXED_GEAR,hongwan,122.5,104.4,7.3,9.1,4cefe1b51-1de2-6e47-46f8-6620c0b08e6c,TFCCTF{412658888_hongwan_05.09.2023_04:57_PM_104.4},TFCCTF{412658888_hongwan_05.09.2023_04:57_PM_122.5}
0.03826,YUEYANGDONGYU19143,U19143,0,412464126,CHN,FIXED_GEAR,zhuhai,120.4,3.0,7.3,8.9,05ff22f19-9a52-0344-6b21-f4f6ccaca028,TFCCTF{412464126_zhuhai_05.09.2023_07:12_AM_3.0},TFCCTF{412464126_zhuhai_05.09.2023_07:12_AM_120.4}
0.03825,ZHERUIYU12020,U12020,0,412431717,CHN,FISHING,zhoushan,339.5,173.3,6.2,29.4,741a68b59-9b82-5d1d-c716-0d0e309ecdd5,TFCCTF{412431717_zhoushan_05.09.2023_03:25_AM_173.3},TFCCTF{412431717_zhoushan_05.09.2023_03:25_AM_339.5}
0.03825,MINSHIYU05298,U05298,0,412459924,CHN,FISHING,quanzhou,377.6,97.5,6.5,31.5,dfce219c0-0a37-f654-114a-c141180d19f8,TFCCTF{412459924_quanzhou_06.09.2023_02:11_PM_97.5},TFCCTF{412459924_quanzhou_06.09.2023_02:11_PM_377.6}
0.03814,ZHEDAIYU15389,U15389,0,412425384,CHN,FISHING,diashan,422.8,191.8,6.8,33.7,c8f747523-37d4-406e-314a-6ff2b77764fa,TFCCTF{412425384_diashan_04.09.2023_11:25_AM_191.8},TFCCTF{412425384_diashan_04.09.2023_11:25_AM_422.8}
0.03809,ZHELINGYU23599,U23599,0,412419595,CHN,TRAWLERS,taizhou,497.5,313.4,6.8,39.7,6772127e7-7678-6918-4573-689a59b16800,TFCCTF{412419595_taizhou_17.09.2023_11:06_PM_313.4},TFCCTF{412419595_taizhou_17.09.2023_11:06_PM_497.5}
0.03807,MINLIANYUYUN60428,N60428,0,412441876,CHN,FISHING,changqitou,660.4,45.9,8.2,43.6,98cbfe2c6-6418-60cf-a6a7-7e998c110fa1,TFCCTF{412441876_changqitou_19.09.2023_03:09_PM_45.9},TFCCTF{412441876_changqitou_19.09.2023_03:09_PM_660.4}
0.03806,ZHEDAIYU02426,U02426,0,412420614,CHN,INCONCLUSIVE,yangshan,228.6,174.9,7.8,15.8,5ad567479-9201-74d2-f626-875f6822b425,TFCCTF{412420614_yangshan_16.09.2023_08:44_PM_174.9},TFCCTF{412420614_yangshan_16.09.2023_08:44_PM_228.6}
0.03806,LIAOZHUANGYU65098,U65098,0,412206058,CHN,NA,dandong,70.8,44.6,7.8,4.9,c0dbc513b-bb93-a62c-71ac-9e4babc48946,TFCCTF{412206058_dandong_02.09.2023_07:51_PM_44.6},TFCCTF{412206058_dandong_02.09.2023_07:51_PM_70.8}
0.03805,ZHELINGYU69218,U69218,0,412417898,CHN,TRAWLERS,songmen,413.4,236.4,6.3,35.6,bee00e56c-c89a-57b9-01cb-77602b21de09,TFCCTF{412417898_songmen_17.09.2023_09:37_PM_236.4},TFCCTF{412417898_songmen_17.09.2023_09:37_PM_413.4}
0.03804,XIN HE FA, HE FA,0,412910184,CHN,SQUID_JIGGER,yuhuan,182.9,135.5,7.6,13.1,d3f2a607c-c6fe-bc2a-133b-16a69fb2cac1,TFCCTF{412910184_yuhuan_04.09.2023_05:14_PM_135.5},TFCCTF{412910184_yuhuan_04.09.2023_05:14_PM_182.9}
0.03804,SEIRYOMARU,YOMARU,0,431018446,JPN,SET_GILLNETS,omaezaki,63.8,64.4,6.2,5.5,15aefe5fe-e9bb-f69a-fe3e-1f848d852a77,TFCCTF{431018446_omaezaki_01.09.2023_09:09_PM_64.4},TFCCTF{431018446_omaezaki_01.09.2023_09:09_PM_63.8}
0.03803,ZHEPINGYU80161,U80161,0,412433655,CHN,TRAWLERS,aojiang,595.7,121.3,7.3,43.9,52c5fb7c7-7021-4187-28d6-de47675b18fc,TFCCTF{412433655_aojiang_18.09.2023_08:18_AM_121.3},TFCCTF{412433655_aojiang_18.09.2023_08:18_AM_595.7}
0.03802,MINFUDINGYU09822,U09822,0,412440235,CHN,SET_LONGLINES,taizhou,316.0,247.7,6.5,26.1,b7381266d-d9e6-4d83-6f93-a1fa8162b1fd,TFCCTF{412440235_taizhou_05.09.2023_03:50_PM_247.7},TFCCTF{412440235_taizhou_05.09.2023_03:50_PM_316.0}
0.038,SUQIYU03479,U03479,0,413003479,CHN,FISHING,lusi,365.7,187.3,6.4,31.0,57384980f-f53d-3593-26c2-f5fbf295babf,TFCCTF{413003479_lusi_16.09.2023_08:44_PM_187.3},TFCCTF{413003479_lusi_16.09.2023_08:44_PM_365.7}
0.03799,ZHEFENGYU19068,U19068,0,412439135,CHN,FISHING,ningbo,338.1,170.1,6.2,29.6,387cdeae5-5719-9263-d43e-e50d7e161074,TFCCTF{412439135_ningbo_17.09.2023_10:44_AM_170.1},TFCCTF{412439135_ningbo_17.09.2023_10:44_AM_338.1}
0.03784,GUIFANGYUPAI2907,AI2907,0,412502284,CHN,TRAWLERS,beihai,372.3,143.2,6.0,33.3,5e2153b2b-bff6-6014-a1e9-47ad477c1d90,TFCCTF{412502284_beihai_05.09.2023_10:06_AM_143.2},TFCCTF{412502284_beihai_05.09.2023_10:06_AM_372.3}
0.03783,TASA 425,SA 425,0,760000080,PER,OTHER_PURSE_SEINES,chimbote,698.3,87.8,7.8,48.3,233e71521-1bb6-2f8a-c75b-b9012b067d4f,TFCCTF{760000080_chimbote_22.09.2023_08:31_PM_87.8},TFCCTF{760000080_chimbote_22.09.2023_08:31_PM_698.3}
0.0378,QIONGDANYU11238,U11238,0,412311238,CHN,SET_GILLNETS,guangzhou,139.6,132.3,6.8,11.1,9714f871b-b767-9b47-7ade-bd70a56fdda5,TFCCTF{412311238_guangzhou_05.09.2023_02:33_PM_132.3},TFCCTF{412311238_guangzhou_05.09.2023_02:33_PM_139.6}
0.0378,ZHEDAIYU03320,U03320,0,412425024,CHN,POTS_AND_TRAPS,qushan island,187.4,106.6,8.4,12.1,cdefd3609-96aa-bbef-2af9-bfe7f18c48b2,TFCCTF{412425024_qushan island_16.09.2023_04:12_PM_106.6},TFCCTF{412425024_qushan island_16.09.2023_04:12_PM_187.4}
0.0378,YUN61059,N61059,0,412347691,CHN,POLE_AND_LINE,rizhao,197.0,76.9,10.8,9.9,6501e5ca2-23e7-16f6-2215-7ae73b22c8cf,TFCCTF{412347691_rizhao_07.09.2023_10:03_PM_76.9},TFCCTF{412347691_rizhao_07.09.2023_10:03_PM_197.0}
0.0378,QIONGDANYU11322,U11322,0,412520354,CHN,SET_GILLNETS,zhuhai,135.6,85.1,6.8,10.7,dcde870e8-811a-43c0-f7ba-1edddd29b40a,TFCCTF{412520354_zhuhai_04.09.2023_08:23_PM_85.1},TFCCTF{412520354_zhuhai_04.09.2023_08:23_PM_135.6}
0.0378,QIONG YANG YU 33022, 33022,0,412833022,CHN,SET_GILLNETS,hongwan,114.6,66.3,6.8,9.1,f2fb344f5-591b-c61d-c675-e0b50170b855,TFCCTF{412833022_hongwan_05.09.2023_07:51_PM_66.3},TFCCTF{412833022_hongwan_05.09.2023_07:51_PM_114.6}
0.0378,03566,03566,0,412288927,CHN,SET_GILLNETS,jingtang,142.1,26.2,6.8,11.3,0e6407ae7-711a-f3e5-497c-ce0c30e270e9,TFCCTF{412288927_jingtang_01.09.2023_04:24_PM_26.2},TFCCTF{412288927_jingtang_01.09.2023_04:24_PM_142.1}
0.03777,ZHELINGYU94097,U94097,0,412417003,CHN,TRAWLERS,taizhou,434.8,245.8,6.4,36.7,b10326b32-29b7-5ba9-d1c4-008baa628a42,TFCCTF{412417003_taizhou_05.09.2023_04:50_PM_245.8},TFCCTF{412417003_taizhou_05.09.2023_04:50_PM_434.8}
0.03767,MINGXIAYU01536,U01536,0,412445072,CHN,SET_LONGLINES,ningbo,94.6,91.7,6.1,8.3,c789fa1dd-d7a5-526c-79bf-a9b63269cfc6,TFCCTF{412445072_ningbo_05.09.2023_09:36_PM_91.7},TFCCTF{412445072_ningbo_05.09.2023_09:36_PM_94.6}
0.03767,QIONGDANYU17668,U17668,0,412817668,CHN,SET_LONGLINES,macau,164.2,85.6,6.1,14.5,d35df7d27-76fd-afe3-5de3-50b3355d11da,TFCCTF{412817668_macau_04.09.2023_08:54_PM_85.6},TFCCTF{412817668_macau_04.09.2023_08:54_PM_164.2}
0.03767,LULANYU63873,U63873,0,412323251,CHN,SET_LONGLINES,lanshan,90.0,30.1,6.1,7.9,82b732e46-6025-a443-06c4-3b694c046b12,TFCCTF{412323251_lanshan_01.09.2023_12:03_PM_30.1},TFCCTF{412323251_lanshan_01.09.2023_12:03_PM_90.0}
0.03767,JILEYU03551,U03551,0,412288934,CHN,SET_LONGLINES,jingtang,140.7,22.7,6.1,12.5,6530672db-b0dc-f1f3-7c09-2cbb825194e2,TFCCTF{412288934_jingtang_01.09.2023_05:46_PM_22.7},TFCCTF{412288934_jingtang_01.09.2023_05:46_PM_140.7}
0.03767,MIN SHI YU 07792, 07792,0,412451952,CHN,SET_LONGLINES,dongshan,428.8,60.7,13.9,16.7,f30143f1d-d4a6-7792-199e-c03f5d23818f,TFCCTF{412451952_dongshan_19.09.2023_05:14_AM_60.7},TFCCTF{412451952_dongshan_19.09.2023_05:14_AM_428.8}
0.03767,ZHEDAIYU10222,U10222,0,412426558,CHN,SET_LONGLINES,diashan,69.4,4.4,6.1,6.2,32104f21d-d605-5b26-8a1f-0043b2baf86c,TFCCTF{412426558_diashan_17.09.2023_11:08_AM_4.4},TFCCTF{412426558_diashan_17.09.2023_11:08_AM_69.4}
0.03767,LIAOSUIYU35422,U35422,0,413035422,CHN,SET_LONGLINES,shanhaiguan,171.6,9.0,6.1,15.2,fa09e7c60-0041-1af1-7ca2-76575a6bca52,TFCCTF{413035422_shanhaiguan_07.09.2023_01:42_AM_9.0},TFCCTF{413035422_shanhaiguan_07.09.2023_01:42_AM_171.6}
0.03765,1896,1896,0,413401896,CHN,TRAWLERS,taizhou,385.5,186.8,6.1,34.3,a502e2317-7825-342c-36a2-a73d50890f27,TFCCTF{413401896_taizhou_05.09.2023_11:50_AM_186.8},TFCCTF{413401896_taizhou_05.09.2023_11:50_AM_385.5}
0.0376,MINFUDINGYU08211,U08211,0,412449824,CHN,TRAWLERS,taizhou,456.3,290.0,6.5,37.7,8fe85ffb6-6a0b-495e-4fb9-a4897df9b554,TFCCTF{412449824_taizhou_07.09.2023_01:03_PM_290.0},TFCCTF{412449824_taizhou_07.09.2023_01:03_PM_456.3}
0.0376,ZHE FENG YU 15025, 15025,0,412438474,CHN,FISHING,ningbo,330.1,156.4,6.1,29.2,a470ef5bb-bc25-cccf-42d6-77e434972cd1,TFCCTF{412438474_ningbo_17.09.2023_11:13_AM_156.4},TFCCTF{412438474_ningbo_17.09.2023_11:13_AM_330.1}
0.03754,MINFUDINGYU04385,U04385,0,412449763,CHN,FIXED_GEAR,zhoushan,137.3,23.9,7.2,10.3,7b4afeab3-3847-fdb0-6f34-0f82d51d3eea,TFCCTF{412449763_zhoushan_03.09.2023_09:18_PM_23.9},TFCCTF{412449763_zhoushan_03.09.2023_09:18_PM_137.3}
0.03754,JILEYU04200,U04200,0,412289292,CHN,FIXED_GEAR,jingtang,68.0,3.6,7.2,5.1,9cfd2b922-20e5-cccb-532c-dfe54d32701f,TFCCTF{412289292_jingtang_11.09.2023_04:15_AM_3.6},TFCCTF{412289292_jingtang_11.09.2023_04:15_AM_68.0}
0.03754,JILEYU04022,U04022,0,412285529,CHN,FIXED_GEAR,jingtang,83.1,1.4,7.2,6.3,d26040a4f-f931-c4a5-31b4-6d9ac1789d73,TFCCTF{412285529_jingtang_01.09.2023_12:31_PM_1.4},TFCCTF{412285529_jingtang_01.09.2023_12:31_PM_83.1}
0.03742,ZHELINGYU23286,U23286,0,412417324,CHN,TRAWLERS,taizhou,424.9,248.7,6.3,36.2,8c06c77cf-f54b-801a-43de-4c5c178920bf,TFCCTF{412417324_taizhou_05.09.2023_04:57_PM_248.7},TFCCTF{412417324_taizhou_05.09.2023_04:57_PM_424.9}
0.03741,LULANYU61852,U61852,0,412322649,CHN,NA,lanshan,294.5,135.5,7.7,20.6,f6a6f9df8-8d60-fb9f-3b30-d18334d17e58,TFCCTF{412322649_lanshan_02.09.2023_12:39_AM_135.5},TFCCTF{412322649_lanshan_02.09.2023_12:39_AM_294.5}
0.03727,ZHEYUYUYUN10618,N10618,0,412415028,CHN,POLE_AND_LINE,yuhuan,204.8,112.3,9.1,12.1,4a7c39bb9-98f7-4447-c71b-450201d22067,TFCCTF{412415028_yuhuan_30.09.2023_05:23_PM_112.3},TFCCTF{412415028_yuhuan_30.09.2023_05:23_PM_204.8}
0.03727,ZHELINGYU69158,U69158,0,412416121,CHN,TRAWLERS,songmen,409.1,239.7,6.2,35.5,c10077dfd-d013-5852-fcaf-48e60014349a,TFCCTF{412416121_songmen_17.09.2023_04:35_PM_239.7},TFCCTF{412416121_songmen_17.09.2023_04:35_PM_409.1}
0.03727,SAGAMYOJIN MARUNO.23,UNO.23,0,431006099,JPN,POLE_AND_LINE,kesennuma,220.1,24.9,10.9,10.9,ee5c7e780-0350-8781-04b6-efdf1dddc43e,TFCCTF{431006099_kesennuma_02.09.2023_06:14_PM_24.9},TFCCTF{431006099_kesennuma_02.09.2023_06:14_PM_220.1}
0.0372,MINSHIYU07777,U07777,0,412459927,CHN,NA,quanzhou,374.1,97.8,8.0,25.4,6b5b16f39-985f-7b97-d351-048fa8092640,TFCCTF{412459927_quanzhou_06.09.2023_06:26_AM_97.8},TFCCTF{412459927_quanzhou_06.09.2023_06:26_AM_374.1}
0.03714,ZHEPINGYU80227,U80227,0,412433712,CHN,TRAWLERS,aojiang,591.2,116.2,7.2,44.1,45f636165-5756-0997-7e1a-6274e3bdd160,TFCCTF{412433712_aojiang_18.09.2023_07:33_AM_116.2},TFCCTF{412433712_aojiang_18.09.2023_07:33_AM_591.2}
0.03709,ZHEFENGYU25037,U25037,0,412438501,CHN,FISHING,ningbo,332.4,166.7,6.1,29.6,61933aa23-302d-bd20-5fed-49eb597a288a,TFCCTF{412438501_ningbo_17.09.2023_11:04_AM_166.7},TFCCTF{412438501_ningbo_17.09.2023_11:04_AM_332.4}
0.03706,ZHEYUYU11851,U11851,0,412415363,CHN,FISHING,yuhuan,453.4,284.5,6.9,35.4,952477777-7907-1e19-aa0a-c1634afda169,TFCCTF{412415363_yuhuan_06.09.2023_12:31_PM_284.5},TFCCTF{412415363_yuhuan_06.09.2023_12:31_PM_453.4}
